Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F,Gender_M
4,2,195.0,3,8,5198.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,3,170.0,2,3,4587.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,3,133.0,3,5,5937.0,0,0,0,0,1,0,0,1,0,1,0,0,1
5,2,171.0,6,5,5981.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,5,186.0,3,7,4764.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,2,246.0,3,5,5960.0,0,0,1,0,0,0,0,1,1,0,0,0,1
3,3,170.0,3,7,5427.0,0,0,0,0,1,0,0,1,0,1,0,1,0
2,5,189.0,2,9,5245.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,5,216.0,2,8,5767.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,2,264.0,3,10,5137.0,1,0,0,0,0,0,0,1,0,1,0,0,1
5,4,268.0,3,3,5320.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,1,225.0,2,10,4577.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,2,252.0,2,4,5233.0,0,0,0,0,1,0,0,1,1,0,0,1,0
3,2,204.0,3,8,4586.0,0,0,0,1,0,0,0,1,0,1,0,1,0
5,1,193.0,2,1,4450.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,3,220.0,3,9,5324.0,1,0,0,0,0,0,0,1,0,1,0,1,0
6,4,271.0,3,7,5192.0,0,1,0,0,0,0,0,1,0,1,0,1,0
2,2,227.0,4,6,4104.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,1,206.0,5,7,5941.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,2,142.0,3,3,4644.0,0,0,0,1,0,0,0,1,0,0,1,1,0
5,5,236.0,2,2,5210.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,4,275.0,2,10,5395.0,1,0,0,0,0,0,0,1,0,0,1,0,1
3,5,144.0,2,2,4629.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,5,194.0,3,3,5168.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,2,260.0,3,9,4591.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,4,240.0,3,8,4410.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,2,136.0,3,2,5739.0,0,0,0,0,1,0,0,1,1,0,0,1,0
3,3,132.0,2,1,4687.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,2,266.0,3,7,5121.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,1,263.0,3,5,4782.0,0,0,1,0,0,0,0,1,1,0,0,0,1
5,5,270.0,3,9,5807.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,3,208.0,5,10,4258.0,0,0,0,1,0,0,0,1,0,1,0,1,0
5,5,206.0,3,1,5520.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,3,159.0,3,3,5230.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,3,162.0,3,4,5913.0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,2,177.0,2,4,4417.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,3,168.0,4,4,4096.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,1,267.0,4,4,4914.0,0,0,0,1,0,0,1,0,0,0,1,1,0
4,5,222.0,3,7,5844.0,0,0,0,0,1,0,1,0,0,0,1,1,0
3,2,234.0,3,10,4781.0,1,0,0,0,0,0,1,0,0,1,0,1,0
3,1,133.0,3,9,5724.0,0,1,0,0,0,0,1,0,0,1,0,1,0
4,4,207.0,3,10,4533.0,0,0,1,0,0,0,1,0,0,1,0,1,0
4,3,243.0,4,9,4811.0,0,0,0,0,1,0,1,0,0,1,0,1,0
5,5,161.0,3,1,4470.0,0,0,0,1,0,0,1,0,0,1,0,1,0
3,5,193.0,3,6,5302.0,0,0,0,0,1,0,1,0,0,0,1,1,0
4,5,234.0,4,9,5769.0,1,0,0,0,0,0,1,0,0,0,1,0,1
2,1,185.0,6,7,4138.0,0,1,0,0,0,0,1,0,0,0,1,1,0
4,5,242.0,2,5,4806.0,0,0,1,0,0,0,1,0,0,0,1,1,0
4,5,252.0,2,6,4147.0,0,0,0,0,1,0,1,0,1,0,0,1,0
4,3,179.0,3,3,5495.0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,3,158.0,3,5,5602.0,0,0,0,0,1,0,1,0,1,0,0,1,0
3,1,226.0,3,8,4002.0,1,0,0,0,0,0,1,0,0,1,0,1,0
5,4,269.0,2,2,5962.0,0,1,0,0,0,0,1,0,0,0,1,1,0
3,5,148.0,3,7,5685.0,0,0,1,0,0,0,1,0,0,1,0,1,0
4,5,159.0,2,3,5704.0,0,0,0,0,1,0,1,0,0,1,0,1,0
3,4,273.0,4,4,5361.0,0,0,0,1,0,0,1,0,0,0,1,0,1
3,4,233.0,3,5,5306.0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,5,182.0,3,2,4473.0,1,0,0,0,0,0,1,0,0,0,1,1,0
3,4,153.0,2,5,4023.0,0,1,0,0,0,0,1,0,0,0,1,0,1
4,5,210.0,2,5,5683.0,0,0,1,0,0,1,0,0,0,0,1,0,1
4,1,241.0,3,6,4558.0,0,0,0,0,1,1,0,0,0,0,1,0,1
3,2,220.0,3,8,5032.0,0,0,0,1,0,1,0,0,0,1,0,0,1
5,4,211.0,3,7,4856.0,0,0,0,0,1,1,0,0,0,0,1,1,0
3,5,151.0,3,1,4088.0,1,0,0,0,0,1,0,0,0,1,0,1,0
5,5,267.0,3,9,4775.0,0,1,0,0,0,1,0,0,0,0,1,0,1
4,3,250.0,2,4,4808.0,0,0,1,0,0,1,0,0,0,0,1,0,1
4,3,181.0,3,5,5398.0,0,0,0,0,1,1,0,0,0,1,0,1,0
5,2,197.0,4,4,4339.0,0,0,0,1,0,1,0,0,1,0,0,0,1
3,4,172.0,2,5,4647.0,0,0,0,0,1,1,0,0,0,0,1,1,0
4,1,219.0,3,3,5223.0,1,0,0,0,0,1,0,0,0,1,0,0,1
5,5,189.0,3,7,5717.0,0,1,0,0,0,1,0,0,0,1,0,0,1
5,1,225.0,3,8,4539.0,0,0,1,0,0,1,0,0,0,1,0,0,1
5,3,269.0,5,8,5833.0,0,0,0,0,1,1,0,0,0,1,0,1,0
5,4,157.0,3,7,4199.0,0,0,0,1,0,1,0,0,0,0,1,1,0
3,5,189.0,3,5,5422.0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,1,226.0,2,6,4946.0,1,0,0,0,0,1,0,0,0,0,1,1,0
2,1,220.0,2,6,4382.0,0,1,0,0,0,1,0,0,0,0,1,1,0
6,3,275.0,6,4,4875.0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,4,171.0,3,5,4310.0,0,0,0,0,1,1,0,0,0,0,1,1,0
4,3,235.0,3,4,5289.0,0,0,0,1,0,1,0,0,0,1,0,1,0
3,4,201.0,3,7,4887.0,0,0,0,0,1,1,0,0,1,0,0,0,1
5,5,269.0,3,5,5673.0,1,0,0,0,0,0,0,1,0,1,0,1,0
5,3,182.0,2,4,5579.0,0,1,0,0,0,0,0,1,0,1,0,0,1
5,5,266.0,5,9,4500.0,0,0,1,0,0,0,0,1,0,1,0,1,0
3,5,157.0,2,4,5991.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,1,258.0,4,1,5476.0,0,0,0,1,0,0,0,1,1,0,0,1,0
4,2,280.0,4,9,5288.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,4,154.0,3,7,4106.0,1,0,0,0,0,0,0,1,0,1,0,1,0
4,4,274.0,2,3,4257.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,5,180.0,2,1,4332.0,0,0,1,0,0,0,0,1,0,0,1,1,0
3,5,146.0,3,7,4126.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,4,236.0,3,1,5851.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,4,133.0,4,10,5296.0,0,0,0,0,1,0,0,1,1,0,0,1,0
5,2,173.0,4,9,4307.0,1,0,0,0,0,0,0,1,1,0,0,1,0
4,3,210.0,3,9,5556.0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,4,238.0,2,1,4991.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,2,268.0,4,3,5275.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,5,175.0,3,8,5471.0,0,0,0,1,0,0,0,1,0,0,1,1,0
5,2,280.0,4,8,4539.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,1,153.0,2,1,4027.0,1,0,0,0,0,0,0,1,0,1,0,1,0
4,4,251.0,2,6,4376.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,2,252.0,3,8,4262.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,5,201.0,8,4,5472.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,4,216.0,4,8,5878.0,0,0,0,1,0,0,0,1,0,0,1,1,0
3,2,126.0,10,3,4073.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,2,177.0,4,3,4199.0,1,0,0,0,0,0,0,1,0,1,0,1,0
5,3,145.0,3,1,5783.0,0,1,0,0,0,0,0,1,0,0,1,0,1
5,3,258.0,2,10,5371.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,3,273.0,10,6,4251.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,1,245.0,3,5,4523.0,0,0,0,1,0,0,0,1,0,1,0,1,0
5,4,241.0,2,7,4413.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,1,208.0,3,6,5345.0,1,0,0,0,0,0,0,1,0,1,0,1,0
6,5,282.0,4,1,1193.0,0,1,0,0,0,0,0,1,0,1,0,0,1
6,5,295.0,4,1,1159.0,0,0,1,0,0,0,0,1,0,0,1,0,1
6,5,255.0,4,9,1113.0,0,0,0,0,1,0,0,1,0,1,0,1,0
6,3,292.0,4,8,1434.0,0,0,0,1,0,0,0,1,0,1,0,1,0
6,4,244.0,4,1,1130.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,4,306.0,4,8,1691.0,1,0,0,0,0,0,0,1,0,1,0,1,0
6,5,258.0,4,5,1966.0,0,1,0,0,0,0,0,1,0,1,0,0,1
4,1,265.0,6,2,1629.0,0,0,1,0,0,0,0,1,0,1,0,1,0
5,1,227.0,5,6,1667.0,0,0,0,0,1,0,0,1,0,1,0,0,1
7,1,276.0,4,9,1519.0,0,0,0,1,0,0,0,1,0,1,0,1,0
6,5,244.0,4,2,1980.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,2,217.0,6,3,1732.0,1,0,0,0,0,0,0,1,0,0,1,1,0
2,5,211.0,3,3,1368.0,0,1,0,0,0,0,0,1,0,1,0,0,1
4,4,227.0,5,8,1982.0,0,0,1,0,0,0,0,1,0,1,0,0,1
5,1,249.0,4,5,1027.0,0,0,0,0,1,0,0,1,0,0,1,0,1
6,2,269.0,4,6,1073.0,0,0,0,1,0,0,0,1,0,1,0,0,1
6,3,278.0,4,4,1716.0,0,0,0,0,1,0,0,1,0,0,1,0,1
6,5,282.0,4,4,1013.0,1,0,0,0,0,0,0,1,0,0,1,1,0
6,1,300.0,4,2,1790.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,3,146.0,3,4,5384.0,0,0,1,0,0,0,0,1,0,0,1,1,0
3,4,236.0,3,5,5466.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,4,133.0,4,7,5973.0,0,0,0,1,0,0,0,1,1,0,0,1,0
5,4,173.0,4,8,5284.0,0,0,0,0,1,0,0,1,1,0,0,1,0
4,2,210.0,3,9,4163.0,1,0,0,0,0,0,0,1,0,1,0,1,0
3,3,238.0,2,4,4206.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,4,268.0,4,5,5647.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,4,175.0,3,10,4771.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,4,280.0,4,10,5156.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,5,153.0,2,1,4492.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,5,251.0,2,8,5232.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,2,252.0,3,2,5769.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,2,201.0,8,9,5146.0,0,0,1,0,0,0,0,1,0,0,1,1,0
5,5,216.0,4,1,4092.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,3,126.0,10,10,4128.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,1,177.0,4,6,5037.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,2,145.0,3,2,4836.0,1,0,0,0,0,0,0,1,0,0,1,0,1
5,4,258.0,2,8,4200.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,3,273.0,10,8,4896.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,1,245.0,3,2,5835.0,0,0,0,0,1,0,0,1,0,1,0,0,1
5,2,241.0,2,6,4741.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,1,208.0,3,4,4530.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,1,282.0,4,1,1434.0,1,0,0,0,0,0,0,1,0,1,0,0,1
6,5,295.0,4,5,1963.0,0,1,0,0,0,0,0,1,0,0,1,0,1
6,4,255.0,4,7,1869.0,0,0,1,0,0,0,0,1,0,1,0,0,1
6,2,292.0,4,2,1565.0,0,0,0,0,1,0,0,1,0,1,0,1,0
6,1,244.0,4,5,1867.0,0,0,0,1,0,0,0,1,0,1,0,0,1
6,3,306.0,4,10,1372.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,5,258.0,4,5,1558.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,1,265.0,6,9,1753.0,0,1,0,0,0,0,0,1,0,1,0,1,0
5,2,227.0,5,3,1242.0,0,0,1,0,0,0,0,1,0,1,0,1,0
7,2,276.0,4,9,1022.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,4,244.0,4,1,1179.0,0,0,0,1,0,0,0,1,0,0,1,1,0
4,4,217.0,6,9,1974.0,0,0,0,0,1,0,0,1,0,0,1,0,1
2,1,211.0,3,6,1760.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,5,227.0,5,2,1804.0,0,1,0,0,0,0,0,1,0,1,0,1,0
5,5,249.0,4,2,1727.0,0,0,1,0,0,0,0,1,0,0,1,0,1
7,4,302.0,5,7,1503.0,0,0,0,0,1,0,0,1,0,0,1,0,1
6,4,293.0,6,7,1117.0,0,0,0,1,0,0,0,1,0,1,0,1,0
5,5,232.0,3,4,1716.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,5,279.0,4,7,1447.0,1,0,0,0,0,0,0,1,0,1,0,0,1
6,5,251.0,4,8,1038.0,0,1,0,0,0,0,0,1,0,1,0,1,0
6,5,300.0,5,1,1188.0,0,0,1,0,0,0,0,1,0,1,0,0,1
7,5,133.0,5,3,1544.0,0,0,0,0,1,0,1,0,0,1,0,1,0
6,5,283.0,4,2,1136.0,0,0,0,1,0,0,1,0,0,1,0,0,1
7,5,296.0,4,8,1686.0,0,0,0,0,1,0,1,0,0,1,0,0,1
6,3,261.0,4,8,1397.0,1,0,0,0,0,0,1,0,0,0,1,1,0
6,1,286.0,4,3,1747.0,0,1,0,0,0,0,1,0,0,1,0,1,0
6,3,298.0,4,1,1657.0,0,0,1,0,0,0,1,0,0,1,0,1,0
6,4,287.0,4,9,1936.0,0,0,0,0,1,0,1,0,0,0,1,1,0
6,2,251.0,4,9,1322.0,0,0,0,1,0,0,1,0,0,0,1,1,0
5,1,231.0,5,10,1418.0,0,0,0,0,1,0,1,0,0,1,0,0,1
5,2,249.0,5,6,1298.0,1,0,0,0,0,0,1,0,0,0,1,0,1
5,3,244.0,5,3,1174.0,0,1,0,0,0,0,1,0,0,1,0,1,0
7,2,264.0,4,6,1688.0,0,0,1,0,0,0,1,0,0,0,1,0,1
5,2,254.0,5,6,1002.0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,5,264.0,6,6,1637.0,0,0,0,1,0,0,1,0,0,1,0,0,1
6,5,309.0,4,6,1463.0,0,0,0,0,1,0,1,0,0,1,0,0,1
5,5,298.0,4,8,1631.0,1,0,0,0,0,0,1,0,0,1,0,0,1
5,5,265.0,5,8,1867.0,0,1,0,0,0,0,1,0,0,0,1,1,0
6,1,246.0,4,4,1504.0,0,0,1,0,0,0,1,0,0,0,1,0,1
5,2,222.0,5,1,1672.0,0,0,0,0,1,0,1,0,0,1,0,1,0
7,5,250.0,4,2,1296.0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,3,240.0,5,5,1301.0,0,0,0,0,1,0,1,0,0,0,1,1,0
4,3,246.0,6,10,1176.0,1,0,0,0,0,0,1,0,0,1,0,1,0
6,1,293.0,5,7,1052.0,0,1,0,0,0,1,0,0,0,0,1,1,0
6,5,253.0,4,1,1977.0,0,0,1,0,0,1,0,0,0,0,1,0,1
5,5,258.0,5,7,1819.0,0,0,0,0,1,1,0,0,0,0,1,0,1
6,4,258.0,4,2,1051.0,0,0,0,1,0,1,0,0,0,1,0,1,0
5,3,245.0,5,3,1851.0,0,0,0,0,1,1,0,0,0,0,1,0,1
7,2,307.0,4,2,1073.0,1,0,0,0,0,1,0,0,0,0,1,0,1
6,5,301.0,4,3,1958.0,0,1,0,0,0,1,0,0,0,1,0,1,0
6,5,252.0,4,2,1249.0,0,0,1,0,0,1,0,0,0,1,0,1,0
5,1,272.0,6,2,1681.0,0,0,0,0,1,1,0,0,0,0,1,1,0
5,3,221.0,5,2,1630.0,0,0,0,1,0,1,0,0,0,1,0,1,0
5,3,247.0,5,10,1699.0,0,0,0,0,1,1,0,0,0,1,0,0,1
7,5,260.0,4,3,1930.0,1,0,0,0,0,1,0,0,0,1,0,1,0
5,5,251.0,6,4,1077.0,0,1,0,0,0,1,0,0,0,0,1,0,1
5,2,227.0,5,9,1917.0,0,0,1,0,0,1,0,0,0,0,1,0,1
6,5,269.0,4,9,1826.0,0,0,0,0,1,1,0,0,0,1,0,0,1
6,2,161.0,4,10,1683.0,0,0,0,1,0,1,0,0,0,1,0,0,1
4,4,256.0,5,9,1622.0,0,0,0,0,1,1,0,0,0,1,0,0,1
5,1,303.0,5,9,1203.0,1,0,0,0,0,1,0,0,0,0,1,1,0
5,3,257.0,5,7,1565.0,0,1,0,0,0,1,0,0,0,0,1,1,0
7,3,310.0,4,8,1497.0,0,0,1,0,0,1,0,0,0,0,1,1,0
5,3,238.0,5,2,1150.0,0,0,0,0,1,1,0,0,0,0,1,0,1
6,3,191.0,6,2,4471.0,0,0,0,1,0,1,0,0,0,0,1,1,0
4,3,252.0,3,7,4852.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,5,228.0,3,8,4731.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,3,208.0,2,4,4767.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,3,176.0,3,1,5168.0,0,0,1,0,0,0,0,1,0,1,0,1,0
3,1,233.0,3,7,4874.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,5,104.0,4,2,5235.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,4,237.0,3,1,5980.0,0,0,0,0,1,0,0,1,0,1,0,0,1
2,5,252.0,3,7,5281.0,1,0,0,0,0,0,0,1,0,0,1,0,1
5,2,135.0,3,9,5173.0,0,1,0,0,0,0,0,1,0,0,1,0,1
5,5,137.0,2,8,5111.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,3,228.0,3,1,5129.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,3,236.0,4,1,5783.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,4,239.0,4,8,4537.0,0,0,0,0,1,0,0,1,0,0,1,1,0
2,2,199.0,3,1,4697.0,1,0,0,0,0,0,0,1,0,1,0,0,1
3,4,269.0,2,2,4177.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2,2,226.0,3,5,5875.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,1,264.0,3,5,5043.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,4,264.0,3,10,4025.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,3,186.0,3,2,4437.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,5,154.0,3,2,4219.0,1,0,0,0,0,0,0,1,1,0,0,1,0
3,1,239.0,2,2,5757.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,5,139.0,2,7,4449.0,0,0,1,0,0,0,0,1,0,1,0,1,0
5,4,138.0,2,8,5885.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,1,286.0,4,4,5106.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,3,275.0,5,2,4622.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,5,195.0,2,2,4008.0,1,0,0,0,0,0,0,1,0,1,0,0,1
3,4,267.0,3,8,5337.0,0,1,0,0,0,0,0,1,1,0,0,0,1
4,3,223.0,3,7,5935.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,4,198.0,2,6,5520.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,5,250.0,2,7,4724.0,0,0,0,1,0,0,0,1,0,1,0,1,0
3,3,237.0,4,8,5761.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,4,193.0,3,4,5873.0,1,0,0,0,0,0,0,1,0,0,1,0,1
5,2,216.0,4,9,5804.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,2,253.0,2,2,4567.0,0,0,1,0,0,0,0,1,0,0,1,1,0
3,1,132.0,3,2,4785.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,4,140.0,4,3,4018.0,0,0,0,1,0,0,0,1,0,1,0,0,1
2,4,114.0,4,9,4452.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,5,238.0,6,8,5620.0,1,0,0,0,0,0,0,1,0,0,1,0,1
3,1,210.0,2,9,5932.0,0,1,0,0,0,0,0,1,0,1,0,0,1
4,4,272.0,4,4,4363.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,5,184.0,3,9,5594.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,1,168.0,2,3,4665.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,2,231.0,5,7,4718.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,1,143.0,2,5,4057.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,2,182.0,3,9,5735.0,0,1,0,0,0,0,0,1,0,0,1,0,1
2,4,221.0,3,3,4076.0,0,0,1,0,0,0,0,1,0,1,0,1,0
6,1,225.0,6,8,5714.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,5,227.0,3,9,4892.0,0,0,0,1,0,0,0,1,1,0,0,0,1
3,1,266.0,3,5,5154.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,2,247.0,4,9,4588.0,1,0,0,0,0,0,0,1,1,0,0,1,0
3,2,154.0,3,1,5322.0,0,1,0,0,0,0,0,1,0,0,1,0,1
5,3,179.0,3,3,4131.0,0,0,1,0,0,0,0,1,0,1,0,1,0
3,3,249.0,2,9,4034.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,5,156.0,4,5,4661.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,5,206.0,3,6,4620.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,1,245.0,3,5,4173.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,5,197.0,2,3,4379.0,0,1,0,0,0,0,0,1,0,1,0,0,1
3,4,188.0,4,5,5216.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,3,237.0,2,2,4263.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,4,174.0,2,2,5892.0,0,0,0,1,0,0,0,1,0,0,1,1,0
5,3,266.0,3,4,4969.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,3,151.0,3,7,4611.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,3,271.0,2,9,4967.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,1,214.0,2,10,4447.0,0,0,1,0,0,0,0,1,0,1,0,1,0
6,5,261.0,5,1,5442.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,1,166.0,2,6,5905.0,0,0,0,1,0,0,0,1,1,0,0,1,0
3,4,269.0,2,8,5294.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,2,167.0,3,5,5995.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,1,200.0,2,5,5249.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,4,159.0,3,1,4194.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,2,197.0,2,1,4977.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,5,219.0,2,4,4069.0,0,0,0,1,0,0,0,1,1,0,0,0,1
3,2,239.0,3,10,4486.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,1,146.0,2,8,5375.0,1,0,0,0,0,0,0,1,0,0,1,1,0
5,1,173.0,2,4,4242.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,3,220.0,3,6,4894.0,0,0,1,0,0,0,0,1,0,1,0,1,0
3,5,185.0,3,5,4317.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,2,170.0,2,5,4996.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,3,250.0,3,4,5272.0,0,0,0,0,1,0,0,1,1,0,0,1,0
3,4,145.0,3,7,4079.0,1,0,0,0,0,0,0,1,0,1,0,1,0
3,2,211.0,4,1,5831.0,0,1,0,0,0,0,0,1,1,0,0,0,1
5,5,249.0,3,1,4274.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,3,237.0,2,8,5516.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,5,144.0,2,8,5478.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,4,171.0,3,6,4343.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,1,203.0,3,4,4965.0,1,0,0,0,0,0,0,1,0,0,1,1,0
5,1,137.0,4,1,4042.0,0,1,0,0,0,0,0,1,1,0,0,1,0
4,2,212.0,3,3,5427.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,3,209.0,3,2,4036.0,0,0,0,0,1,0,0,1,1,0,0,1,0
3,4,223.0,3,7,5336.0,0,0,0,1,0,0,0,1,0,1,0,1,0
3,2,164.0,2,7,4150.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,3,220.0,3,6,5269.0,1,0,0,0,0,0,0,1,1,0,0,1,0
3,4,216.0,3,3,5651.0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,2,215.0,2,7,5988.0,0,0,1,0,0,0,1,0,0,0,1,0,1
4,2,146.0,3,4,5659.0,0,0,0,0,1,0,1,0,0,1,0,1,0
5,2,168.0,2,10,5225.0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,4,218.0,6,8,5101.0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,3,143.0,4,2,4919.0,1,0,0,0,0,0,1,0,0,0,1,1,0
3,1,233.0,3,7,5331.0,0,1,0,0,0,0,1,0,0,0,1,0,1
4,1,195.0,3,2,4418.0,0,0,1,0,0,0,1,0,0,1,0,0,1
4,2,206.0,2,5,4635.0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,5,181.0,3,1,5310.0,0,0,0,1,0,0,1,0,0,0,1,0,1
4,2,150.0,4,1,5922.0,0,0,0,0,1,0,1,0,0,1,0,1,0
