,level_0,index,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,cluster
23172,23172,23175,INN23176,3,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,9,5,Online,0,0,0,127.44,1,Not_Canceled,2
23173,23173,23176,INN23177,2,0,1,2,Meal Plan 2,0,Room_Type 2,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled,7
23174,23174,23177,INN23178,0,2,0,3,Meal Plan 1,0,Room_Type 2,56,2018,12,8,Online,0,0,0,82.44,1,Not_Canceled,8
23175,23175,23178,INN23179,1,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,12,Online,0,0,0,99.0,2,Not_Canceled,2
23176,23176,23179,INN23180,1,0,0,3,Meal Plan 1,0,Room_Type 4,120,2018,10,13,Online,0,0,0,132.3,2,Not_Canceled,4
23177,23177,23180,INN23181,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Canceled,7
23178,23178,23181,INN23182,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100.0,0,Canceled,1
23179,23179,23182,INN23183,3,0,2,2,Meal Plan 2,0,Room_Type 4,43,2018,9,25,Online,0,0,0,144.76,1,Not_Canceled,4
23180,23180,23183,INN23184,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled,1
23181,23181,23184,INN23185,2,0,0,2,Meal Plan 1,0,Room_Type 4,81,2018,8,5,Online,0,0,0,131.4,0,Canceled,4
23182,23182,23185,INN23186,2,0,1,2,Meal Plan 1,0,Room_Type 1,73,2018,3,4,Online,0,0,0,62.29,1,Not_Canceled,2
23183,23183,23186,INN23187,2,0,1,3,Meal Plan 1,0,Room_Type 1,21,2017,10,26,Offline,0,0,0,94.0,0,Not_Canceled,1
23184,23184,23187,INN23188,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled,7
23185,23185,23188,INN23189,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,7
23186,23186,23189,INN23190,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,6,8,Offline,0,0,0,90.0,1,Not_Canceled,1
23187,23187,23190,INN23191,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,7
23188,23188,23191,INN23192,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled,1
23189,23189,23192,INN23193,2,0,1,3,Meal Plan 1,0,Room_Type 1,9,2018,4,28,Online,0,0,0,133.5,1,Not_Canceled,2
23190,23190,23193,INN23194,2,0,1,2,Not Selected,0,Room_Type 1,3,2018,3,25,Online,0,0,0,135.67,1,Not_Canceled,3
23191,23191,23194,INN23195,2,0,0,3,Meal Plan 2,0,Room_Type 2,40,2017,10,27,Offline,0,0,0,113.4,2,Not_Canceled,7
23192,23192,23195,INN23196,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled,7
23193,23193,23196,INN23197,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,91.0,0,Not_Canceled,7
23194,23194,23197,INN23198,2,0,0,4,Not Selected,0,Room_Type 1,3,2018,12,28,Online,0,0,0,95.2,0,Not_Canceled,3
23195,23195,23198,INN23199,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,2018,12,8,Corporate,1,0,4,67.0,0,Not_Canceled,5
23196,23196,23199,INN23200,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2018,3,24,Online,0,0,0,171.67,0,Canceled,4
23197,23197,23200,INN23201,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,7
23198,23198,23201,INN23202,3,0,0,2,Meal Plan 1,0,Room_Type 4,4,2018,6,10,Online,0,0,0,162.75,0,Canceled,4
23199,23199,23202,INN23203,2,0,1,1,Meal Plan 2,0,Room_Type 1,4,2018,5,21,Offline,0,0,0,112.0,1,Not_Canceled,7
23200,23200,23203,INN23204,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,2018,12,25,Online,0,0,0,95.2,0,Canceled,2
23201,23201,23204,INN23205,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled,7
23202,23202,23205,INN23206,2,1,0,4,Meal Plan 1,0,Room_Type 1,161,2018,7,27,Online,0,0,0,114.75,2,Canceled,2
23203,23203,23206,INN23207,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,1
23204,23204,23207,INN23208,2,1,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,18,Online,0,0,0,159.0,2,Not_Canceled,2
23205,23205,23208,INN23209,2,1,1,3,Meal Plan 1,0,Room_Type 1,33,2018,5,9,Online,0,0,0,143.1,0,Canceled,2
23206,23206,23209,INN23210,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,2,Not_Canceled,1
23207,23207,23210,INN23211,2,0,2,2,Meal Plan 1,0,Room_Type 1,50,2018,10,16,Online,0,0,0,126.0,2,Not_Canceled,2
23208,23208,23211,INN23212,3,0,0,4,Meal Plan 1,0,Room_Type 4,157,2018,7,27,Online,0,0,0,132.18,1,Canceled,4
23209,23209,23212,INN23213,3,0,1,2,Meal Plan 1,0,Room_Type 4,186,2018,8,8,Online,0,0,0,137.7,2,Canceled,4
23210,23210,23213,INN23214,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,0,0,0,72.75,0,Not_Canceled,1
23211,23211,23214,INN23215,2,0,1,0,Not Selected,0,Room_Type 1,20,2018,9,11,Online,0,0,0,89.0,0,Not_Canceled,3
23212,23212,23215,INN23216,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled,1
23213,23213,23216,INN23217,3,0,0,1,Meal Plan 1,0,Room_Type 4,103,2018,12,6,Online,0,0,0,126.0,0,Canceled,4
23214,23214,23217,INN23218,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,1
23215,23215,23218,INN23219,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,10,21,Offline,0,0,0,145.0,1,Not_Canceled,4
23216,23216,23219,INN23220,2,0,0,4,Meal Plan 1,0,Room_Type 2,95,2018,12,7,Online,0,0,0,77.86,2,Not_Canceled,8
23217,23217,23220,INN23221,3,0,0,3,Meal Plan 1,0,Room_Type 1,48,2018,3,29,Offline,0,0,0,105.0,1,Not_Canceled,1
23218,23218,23221,INN23222,2,1,0,3,Meal Plan 1,0,Room_Type 1,82,2018,6,29,Online,0,0,0,130.5,0,Canceled,2
23219,23219,23222,INN23223,1,0,2,5,Meal Plan 1,0,Room_Type 1,21,2017,9,12,Online,0,0,0,104.43,2,Not_Canceled,2
23220,23220,23223,INN23224,2,0,2,0,Meal Plan 1,0,Room_Type 1,15,2018,8,28,Online,0,0,0,130.0,1,Not_Canceled,2
23221,23221,23224,INN23225,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,1
23222,23222,23225,INN23226,2,0,2,2,Meal Plan 1,0,Room_Type 1,39,2018,7,2,Online,0,0,0,117.9,0,Canceled,2
23223,23223,23226,INN23227,1,0,0,1,Meal Plan 1,0,Room_Type 1,71,2018,6,30,Online,0,0,0,112.5,0,Canceled,2
23224,23224,23227,INN23228,2,0,0,2,Meal Plan 1,0,Room_Type 1,298,2018,5,10,Offline,0,0,0,93.0,0,Not_Canceled,1
23225,23225,23228,INN23229,3,0,2,3,Meal Plan 1,0,Room_Type 4,48,2018,7,2,Online,0,0,0,157.5,0,Canceled,4
23226,23226,23229,INN23230,2,0,2,2,Meal Plan 1,0,Room_Type 1,76,2018,4,10,Online,0,0,0,90.95,1,Not_Canceled,2
23227,23227,23230,INN23231,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,10,19,Offline,0,0,0,145.0,0,Not_Canceled,1
23228,23228,23231,INN23232,3,0,0,3,Meal Plan 2,0,Room_Type 4,49,2018,3,30,Online,0,0,0,174.6,1,Not_Canceled,4
23229,23229,23232,INN23233,2,0,2,5,Meal Plan 1,0,Room_Type 1,116,2018,4,28,Online,0,0,0,73.77,1,Not_Canceled,2
23230,23230,23233,INN23234,2,0,2,4,Meal Plan 2,0,Room_Type 1,327,2017,9,9,Offline,0,0,0,88.0,0,Not_Canceled,7
23231,23231,23234,INN23235,1,0,0,2,Meal Plan 1,0,Room_Type 1,42,2017,9,15,Corporate,0,0,0,65.0,0,Not_Canceled,5
23232,23232,23235,INN23236,3,0,1,3,Meal Plan 1,0,Room_Type 4,63,2018,7,25,Online,0,0,0,137.7,0,Canceled,4
23233,23233,23236,INN23237,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,8,9,Online,0,0,0,98.0,2,Not_Canceled,2
23234,23234,23237,INN23238,2,0,1,2,Not Selected,0,Room_Type 1,9,2018,11,14,Online,0,0,0,95.0,0,Canceled,3
23235,23235,23238,INN23239,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled,1
23236,23236,23239,INN23240,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,2018,11,17,Online,0,0,0,123.0,2,Not_Canceled,4
23237,23237,23240,INN23241,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,9,22,Online,0,0,0,175.0,1,Not_Canceled,3
23238,23238,23241,INN23242,2,0,0,3,Meal Plan 1,0,Room_Type 1,18,2018,4,12,Online,0,0,0,129.67,1,Not_Canceled,2
23239,23239,23242,INN23243,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,90.0,0,Not_Canceled,1
23240,23240,23243,INN23244,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled,7
23241,23241,23244,INN23245,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70.0,0,Not_Canceled,1
23242,23242,23245,INN23246,2,0,2,2,Meal Plan 1,0,Room_Type 1,44,2018,3,13,Online,0,0,0,78.49,1,Canceled,2
23243,23243,23246,INN23247,2,0,0,3,Not Selected,0,Room_Type 1,99,2018,7,6,Online,0,0,0,103.5,1,Not_Canceled,3
23244,23244,23247,INN23248,1,0,0,2,Meal Plan 1,0,Room_Type 1,37,2018,5,18,Corporate,0,0,0,89.0,0,Canceled,5
23245,23245,23248,INN23249,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90.0,0,Not_Canceled,7
23246,23246,23249,INN23250,3,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,11,22,Offline,0,0,0,98.1,0,Not_Canceled,1
23247,23247,23250,INN23251,3,0,0,2,Meal Plan 1,0,Room_Type 5,48,2018,9,14,Offline,0,0,0,175.0,0,Not_Canceled,1
23248,23248,23251,INN23252,2,1,1,5,Meal Plan 1,0,Room_Type 6,71,2018,11,8,Online,0,0,0,155.49,1,Not_Canceled,6
23249,23249,23252,INN23253,2,0,2,2,Not Selected,0,Room_Type 1,30,2018,4,2,Online,0,0,0,112.58,0,Canceled,3
23250,23250,23253,INN23254,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,24,Offline,0,0,0,95.0,0,Not_Canceled,1
23251,23251,23254,INN23255,2,0,0,4,Meal Plan 1,0,Room_Type 4,14,2018,8,17,Online,0,0,0,148.5,0,Canceled,4
23252,23252,23255,INN23256,2,0,1,2,Meal Plan 1,0,Room_Type 1,144,2018,6,27,Online,0,0,0,96.3,1,Not_Canceled,2
23253,23253,23256,INN23257,2,1,2,2,Meal Plan 1,0,Room_Type 1,193,2018,7,8,Offline,0,0,0,93.58,0,Not_Canceled,1
23254,23254,23257,INN23258,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,96.3,0,Canceled,2
23255,23255,23258,INN23259,1,0,1,0,Meal Plan 1,0,Room_Type 1,2,2018,6,13,Online,0,0,0,85.0,2,Not_Canceled,2
23256,23256,23259,INN23260,2,0,0,3,Meal Plan 1,0,Room_Type 2,157,2018,8,31,Online,0,0,0,108.66,0,Canceled,8
23257,23257,23260,INN23261,2,0,1,1,Not Selected,0,Room_Type 1,47,2018,5,21,Online,0,0,0,116.1,0,Canceled,3
23258,23258,23261,INN23262,2,0,2,1,Meal Plan 1,0,Room_Type 1,88,2018,6,26,Online,0,0,0,102.3,1,Not_Canceled,2
23259,23259,23262,INN23263,2,0,0,3,Meal Plan 1,0,Room_Type 1,83,2018,11,2,Online,0,0,0,90.0,2,Not_Canceled,2
23260,23260,23263,INN23264,2,0,2,1,Meal Plan 1,0,Room_Type 1,124,2018,7,23,Offline,0,0,0,72.25,0,Not_Canceled,1
23261,23261,23264,INN23265,3,0,0,1,Meal Plan 1,0,Room_Type 4,171,2018,8,26,Online,0,0,0,128.7,2,Canceled,4
23262,23262,23265,INN23266,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,2018,12,10,Offline,0,0,0,68.0,1,Not_Canceled,1
23263,23263,23266,INN23267,3,0,2,2,Meal Plan 1,0,Room_Type 4,132,2018,10,16,Online,0,0,0,151.2,0,Canceled,4
23264,23264,23267,INN23268,2,0,2,3,Meal Plan 1,0,Room_Type 1,109,2018,4,28,Online,0,0,0,97.75,1,Not_Canceled,2
23265,23265,23268,INN23269,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2017,9,17,Online,0,0,0,117.67,1,Not_Canceled,2
23266,23266,23269,INN23270,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,2018,4,20,Online,0,0,0,81.09,1,Not_Canceled,2
23267,23267,23270,INN23271,1,0,2,3,Meal Plan 1,0,Room_Type 1,39,2018,11,11,Online,0,0,0,73.81,1,Not_Canceled,2
23268,23268,23271,INN23272,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,3,29,Complementary,0,0,0,0.0,1,Not_Canceled,5
23269,23269,23272,INN23273,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,9,22,Offline,0,0,0,107.0,0,Not_Canceled,4
23270,23270,23273,INN23274,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,10,11,Online,0,0,0,92.98,0,Not_Canceled,3
23271,23271,23274,INN23275,3,0,2,2,Meal Plan 1,0,Room_Type 4,6,2018,4,8,Online,0,0,0,148.5,0,Canceled,4
23272,23272,23275,INN23276,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Offline,0,0,0,98.8,0,Not_Canceled,1
23273,23273,23276,INN23277,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,1
23274,23274,23277,INN23278,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,5,Online,0,0,0,109.0,0,Not_Canceled,2
23275,23275,23278,INN23279,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,1
23276,23276,23279,INN23280,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled,1
23277,23277,23280,INN23281,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled,1
23278,23278,23281,INN23282,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,11,Corporate,0,0,0,75.0,1,Not_Canceled,5
23279,23279,23282,INN23283,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,10,20,Offline,0,0,0,85.0,0,Not_Canceled,1
23280,23280,23283,INN23284,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,9,22,Online,0,0,0,134.1,1,Not_Canceled,3
23281,23281,23284,INN23285,2,0,1,0,Not Selected,0,Room_Type 1,46,2018,9,19,Online,0,0,0,125.1,1,Not_Canceled,3
23282,23282,23285,INN23286,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled,7
23283,23283,23286,INN23287,2,0,2,4,Meal Plan 1,0,Room_Type 4,119,2018,4,28,Online,0,0,0,103.7,0,Canceled,4
23284,23284,23287,INN23288,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled,1
23285,23285,23288,INN23289,2,0,1,4,Not Selected,0,Room_Type 1,77,2018,3,16,Online,0,0,0,68.85,0,Not_Canceled,3
23286,23286,23289,INN23290,2,0,2,5,Meal Plan 1,0,Room_Type 1,108,2018,4,27,Online,0,0,0,97.02,1,Not_Canceled,2
23287,23287,23290,INN23291,3,0,0,2,Meal Plan 1,0,Room_Type 4,110,2018,9,23,Online,0,0,0,168.3,0,Canceled,4
23288,23288,23291,INN23292,2,0,0,1,Meal Plan 2,0,Room_Type 6,1,2018,12,15,Complementary,1,0,3,0.0,1,Not_Canceled,0
23289,23289,23292,INN23293,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,10,13,Offline,0,0,0,109.65,0,Not_Canceled,1
23290,23290,23293,INN23294,2,0,2,2,Not Selected,0,Room_Type 1,161,2018,7,30,Online,0,0,0,89.25,1,Not_Canceled,3
23291,23291,23294,INN23295,2,1,0,2,Not Selected,0,Room_Type 1,0,2018,6,28,Online,0,0,0,143.5,2,Not_Canceled,3
23292,23292,23295,INN23296,2,0,0,2,Meal Plan 1,0,Room_Type 1,216,2018,8,30,Offline,0,0,0,80.75,0,Not_Canceled,1
23293,23293,23296,INN23297,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,12,14,Corporate,1,0,22,65.0,1,Not_Canceled,5
23294,23294,23297,INN23298,2,0,2,3,Meal Plan 1,0,Room_Type 4,42,2018,2,14,Online,0,0,0,90.76,1,Not_Canceled,4
23295,23295,23298,INN23299,2,0,1,1,Not Selected,0,Room_Type 1,54,2018,3,28,Online,0,0,0,80.1,0,Canceled,3
23296,23296,23299,INN23300,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled,7
23297,23297,23300,INN23301,2,0,1,1,Meal Plan 1,1,Room_Type 4,4,2018,6,18,Online,0,0,0,160.5,1,Not_Canceled,4
23298,23298,23301,INN23302,2,0,2,2,Not Selected,0,Room_Type 1,105,2018,9,4,Online,0,0,0,118.8,2,Not_Canceled,3
23299,23299,23302,INN23303,2,0,1,4,Meal Plan 1,0,Room_Type 4,144,2018,5,25,Online,0,0,0,92.55,1,Not_Canceled,4
23300,23300,23303,INN23304,2,0,1,4,Meal Plan 1,0,Room_Type 4,96,2018,5,23,Online,0,0,0,141.6,1,Not_Canceled,4
23301,23301,23304,INN23305,2,0,0,3,Meal Plan 1,0,Room_Type 4,45,2018,2,18,Offline,0,0,0,48.67,0,Not_Canceled,4
23302,23302,23305,INN23306,2,0,2,5,Meal Plan 1,0,Room_Type 4,151,2018,6,16,Online,0,0,0,119.97,0,Canceled,4
23303,23303,23306,INN23307,2,0,0,3,Not Selected,0,Room_Type 1,184,2018,11,24,Online,0,0,0,69.9,0,Canceled,3
23304,23304,23307,INN23308,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90.0,0,Not_Canceled,7
23305,23305,23308,INN23309,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,10,26,Online,0,0,0,104.0,0,Not_Canceled,2
23306,23306,23309,INN23310,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Not_Canceled,7
23307,23307,23310,INN23311,0,2,1,4,Meal Plan 1,0,Room_Type 2,39,2018,2,22,Online,0,0,0,68.76,0,Not_Canceled,8
23308,23308,23311,INN23312,2,0,2,4,Meal Plan 1,0,Room_Type 4,45,2018,11,13,Offline,0,0,0,68.0,0,Not_Canceled,4
23309,23309,23312,INN23313,1,0,0,3,Meal Plan 1,0,Room_Type 1,163,2018,10,5,Offline,0,0,0,100.8,0,Canceled,1
23310,23310,23313,INN23314,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,25,Complementary,1,2,4,0.0,3,Not_Canceled,5
23311,23311,23314,INN23315,3,0,1,1,Meal Plan 1,0,Room_Type 4,55,2018,9,10,Online,0,0,0,168.3,1,Not_Canceled,4
23312,23312,23315,INN23316,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,2018,10,10,Offline,0,0,0,120.0,0,Canceled,1
23313,23313,23316,INN23317,2,0,2,5,Not Selected,0,Room_Type 1,144,2018,9,7,Online,0,0,0,116.1,1,Not_Canceled,3
23314,23314,23317,INN23318,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,10,2,Online,0,0,0,140.0,0,Canceled,3
23315,23315,23318,INN23319,2,0,2,5,Meal Plan 2,0,Room_Type 4,132,2018,8,3,Offline,0,0,0,82.45,0,Not_Canceled,7
23316,23316,23319,INN23320,3,0,0,2,Meal Plan 1,0,Room_Type 4,153,2018,7,26,Online,0,0,0,137.7,0,Canceled,4
23317,23317,23320,INN23321,2,0,0,2,Not Selected,0,Room_Type 1,16,2018,9,27,Online,0,0,0,129.0,1,Canceled,3
23318,23318,23321,INN23322,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled,1
23319,23319,23322,INN23323,3,0,2,3,Meal Plan 1,0,Room_Type 4,170,2018,8,11,Online,0,0,0,130.05,2,Canceled,4
23320,23320,23323,INN23324,2,0,0,3,Not Selected,0,Room_Type 1,64,2018,3,31,Online,0,0,0,80.1,1,Not_Canceled,3
23321,23321,23324,INN23325,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,2018,10,20,Online,0,0,0,132.3,0,Canceled,4
23322,23322,23325,INN23326,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115.0,0,Canceled,1
23323,23323,23326,INN23327,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65.0,0,Not_Canceled,1
23324,23324,23327,INN23328,2,0,0,3,Not Selected,0,Room_Type 1,34,2018,10,26,Online,0,0,0,109.0,3,Not_Canceled,3
23325,23325,23328,INN23329,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled,7
23326,23326,23329,INN23330,2,0,2,1,Meal Plan 1,1,Room_Type 1,193,2018,9,10,Online,0,0,0,106.71,2,Canceled,2
23327,23327,23330,INN23331,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,17,Corporate,1,0,11,66.0,1,Not_Canceled,5
23328,23328,23331,INN23332,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled,1
23329,23329,23332,INN23333,2,0,0,3,Meal Plan 1,0,Room_Type 1,202,2018,10,20,Online,0,0,0,96.3,2,Canceled,2
23330,23330,23333,INN23334,2,0,2,3,Meal Plan 1,0,Room_Type 1,179,2017,8,23,Online,0,0,0,76.5,1,Not_Canceled,2
23331,23331,23334,INN23335,2,0,0,1,Meal Plan 1,0,Room_Type 1,184,2018,4,30,Online,0,0,0,118.0,1,Canceled,2
23332,23332,23335,INN23336,3,0,1,1,Meal Plan 1,0,Room_Type 1,105,2018,12,26,Online,0,0,0,95.37,1,Not_Canceled,2
23333,23333,23336,INN23337,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,2018,11,24,Online,0,0,0,108.67,2,Not_Canceled,2
23334,23334,23337,INN23338,2,0,0,4,Meal Plan 1,0,Room_Type 4,169,2018,5,25,Online,0,0,0,123.25,0,Canceled,4
23335,23335,23338,INN23339,2,0,2,2,Not Selected,0,Room_Type 1,15,2017,9,11,Online,0,0,0,107.75,1,Not_Canceled,3
23336,23336,23339,INN23340,3,0,0,4,Meal Plan 1,0,Room_Type 4,162,2018,7,6,Online,0,0,0,130.05,1,Canceled,4
23337,23337,23340,INN23341,2,1,1,1,Meal Plan 1,0,Room_Type 1,113,2018,8,1,Online,0,0,0,121.5,0,Canceled,2
23338,23338,23341,INN23342,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled,7
23339,23339,23342,INN23343,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled,7
23340,23340,23343,INN23344,2,0,1,1,Not Selected,0,Room_Type 1,120,2018,5,2,Online,0,0,0,94.5,1,Not_Canceled,3
23341,23341,23344,INN23345,2,0,0,1,Not Selected,0,Room_Type 1,19,2018,9,24,Online,0,0,0,149.0,1,Canceled,3
23342,23342,23345,INN23346,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled,7
23343,23343,23346,INN23347,2,0,0,4,Meal Plan 1,0,Room_Type 1,56,2018,3,29,Online,0,0,0,85.85,1,Not_Canceled,2
23344,23344,23347,INN23348,1,0,1,3,Meal Plan 1,0,Room_Type 1,74,2018,11,7,Online,0,0,0,177.3,0,Not_Canceled,2
23345,23345,23348,INN23349,2,0,1,5,Meal Plan 1,0,Room_Type 4,142,2018,9,20,Online,0,0,0,143.1,0,Canceled,4
23346,23346,23349,INN23350,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Canceled,7
23347,23347,23350,INN23351,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2017,10,25,Online,0,0,0,89.25,1,Canceled,2
23348,23348,23351,INN23352,2,0,0,5,Meal Plan 1,0,Room_Type 1,149,2018,7,12,Online,0,0,0,99.45,1,Not_Canceled,2
23349,23349,23352,INN23353,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,28,Online,0,0,0,82.45,0,Not_Canceled,2
23350,23350,23353,INN23354,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled,7
23351,23351,23354,INN23355,2,0,2,3,Meal Plan 1,0,Room_Type 4,66,2018,4,15,Online,0,0,0,108.8,0,Not_Canceled,4
23352,23352,23355,INN23356,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Offline,0,0,0,100.0,0,Canceled,1
23353,23353,23356,INN23357,2,0,1,3,Not Selected,0,Room_Type 1,106,2018,5,2,Online,0,0,0,65.79,0,Canceled,3
23354,23354,23357,INN23358,2,0,0,4,Not Selected,0,Room_Type 1,90,2018,4,12,Online,0,0,0,80.75,0,Not_Canceled,3
23355,23355,23358,INN23359,2,0,1,2,Meal Plan 1,0,Room_Type 2,76,2018,3,14,Online,0,0,0,69.52,1,Not_Canceled,8
23356,23356,23359,INN23360,3,0,0,1,Meal Plan 1,0,Room_Type 4,191,2018,11,25,Online,0,0,0,114.3,0,Canceled,4
23357,23357,23360,INN23361,2,0,0,2,Meal Plan 1,0,Room_Type 4,20,2018,1,29,Online,0,0,0,77.6,0,Not_Canceled,4
23358,23358,23361,INN23362,1,0,0,3,Meal Plan 1,0,Room_Type 1,57,2018,7,20,Corporate,1,0,2,40.0,1,Not_Canceled,5
